2292|1|202|0.06609947643979057|0.8669527896995708|1.1519164023138646
335|1|157|0.05137434554973822|0.8177083333333334|1.0864855072463768
25|1|148|0.04842931937172775|0.8809523809523809|1.1705175983436853
961|1|148|0.04842931937172775|0.8131868131868132|1.0804777830864787
73|1|153|0.05006544502617801|0.8138297872340425|1.0813320999074931
435|1|151|0.049410994764397906|0.8579545454545454|1.1399604743083003
1304|1|155|0.05071989528795812|0.856353591160221|1.1378332932981023
764|1|245|0.08017015706806283|0.8032786885245902|1.0673129009265858
1108|1|222|0.07264397905759162|0.8409090909090909|1.117312252964427
58 326|1|143|0.046793193717277484|0.89937106918239|1.194990429313645
